dataPublicada,autor,texto,sentimento,tipoInteracao,anomalia,probabilidadeAnomalia,linkPost,processado,contemHyperlink,texto_e_palavra,texto_tokenizado,sentimento_revisto
"""2022-04-25 16:44:00""",marcus_labarthe,👏👏👏 muito obrigado @ma@marcelo.floratemos certeza que tomamos a melhor decisão em se unir a estrutura do @btgpactual,POSITIVE,comentário,0,14,https://www.instagram.com/p/CcyRpB3Fv7T/#17938551221025188,0,0,palmas palmas palmas  muito obrigado @ma@marcelo.floratemos certeza que tomamos a melhor decisão em se unir a estrutura do @btgpactual,"['palmas', 'palmas', 'palmas', 'muito', 'obrigado', 'certeza', 'tomamos', 'melhor', 'decisão', 'unir', 'estrutura', 'do']",-1.0
"""2022-04-25 18:29:00""",luizdiniz4108,"Tinha valores em dinheiro na @nectoninvestimentos com o tombamento para a @btgpactual não tenho acesso a conta, eles não enviam os códigos para ativar a conta. Meu dinheiro foi praticamente sequestrado pela @btgpactual",NEGATIVE,comentário,0,50,https://www.instagram.com/p/CcxrqfGM7lf/#17937138461036420,0,0,"Tinha valores em dinheiro na @nectoninvestimentos com o tombamento para a @btgpactual não tenho acesso a conta, eles não enviam os códigos para ativar a conta. Meu dinheiro foi praticamente sequestrado pela @btgpactual","['tinha', 'valores', 'dinheiro', 'tombamento', 'não', 'acesso', 'não', 'enviam', 'códigos', 'ativar', 'dinheiro', 'praticamente', 'sequestrado']",0.0
"""2022-04-25 18:41:00""",yago_france01,"Kkkkkkkkk btg financiando pesquisa com dinheiro dos acionistas ,adorei ! Aposto que o Lula roubou a pesquisa tmb hahahahahah",POSITIVE,comentário,0,27,https://www.instagram.com/p/CcxYXH0IXne/#18054880750312931,0,0,"Kkkkkkkkk btg financiando pesquisa com dinheiro dos acionistas ,adorei ! Aposto que o Lula roubou a pesquisa tmb hahahahahah","['kkkkkkkkk', 'financiando', 'pesquisa', 'dinheiro', 'acionistas', 'aposto', 'lula', 'roubou', 'pesquisa', 'tmb', 'hahahahahah']",1.0
"""2022-04-25 21:35:00""",ebertonbarross,"Por que será que desativaram os comentários sobre o vídeo dessa pesquisa no canal da BTG no Youtube, não aguentaram os comentários???",NEGATIVE,comentário,0,38,https://www.instagram.com/p/CcxYXH0IXne/#18127180417262926,0,0,"Por que será que desativaram os comentários sobre o vídeo dessa pesquisa no canal da BTG no Youtube, não aguentaram os comentários???","['desativaram', 'comentários', 'vídeo', 'pesquisa', 'canal', 'da', 'não', 'aguentaram']",-1.0
"""2022-04-25 23:11:00""",carlinha_0305,"Vocês desativaram os comentários no Youtube. É  sinda chamam Amanda Klein?! Sério? Credibilidade zero. Nunca mais perco meu tempo.  Além de um vídeo cansativo, longo com gráficos pesados e pouco claros.",NEGATIVE,comentário,0,20,https://www.instagram.com/p/CcxYXH0IXne/#18224480146185653,0,0,"Vocês desativaram os comentários no Youtube. É  sinda chamam Amanda Klein?! Sério? Credibilidade zero. Nunca mais perco meu tempo.  Além de um vídeo cansativo, longo com gráficos pesados e pouco claros.","['desativaram', 'comentários', 'sinda', 'chamam', 'amanda', 'credibilidade', 'nunca', 'mais', 'perco', 'além', 'vídeo', 'longo', 'gráficos', 'pesados', 'pouco']",0.0
"""2022-04-25 23:09:00""",carlinha_0305,@ebertonbarross acabei de ver no youtube e pensei o mesmo. Vim aqui pra fazer essa crítica. Começando por terem chamado a Amanda Klein... sem paciência pra isso.,POSITIVE,resposta,0,43,https://www.instagram.com/p/CcxYXH0IXne/#17956838872691207,0,0,@ebertonbarross acabei de ver no youtube e pensei o mesmo. Vim aqui pra fazer essa crítica. Começando por terem chamado a Amanda Klein... sem paciência pra isso.,"['acabei', 'ver', 'youtube', 'pensei', 'vim', 'fazer', 'essa', 'começando', 'terem', 'chamado', 'amanda', 'paciência']",0.0
"""2022-04-25 23:17:00""",luiz_a.j.dos_santos,👏👏👏,NEUTRAL,comentário,0,15,https://www.instagram.com/p/CcxYXH0IXne/#17883714026644982,0,0,palmas palmas palmas ,"['palmas', 'palmas', 'palmas']",0.0
"""2022-04-25 23:53:00""",raphaelnoleto_,@xpinvestimentos @btgpactual quem vai querer pegar carona e patrocinar o @botafogo do @john_textor ?! 🔥🚀⭐️,NEUTRAL,comentário,1,58,https://www.instagram.com/p/CcyjkP5LjsH/#17948810650880818,0,0,@xpinvestimentos @btgpactual quem vai querer pegar carona e patrocinar o @botafogo do @john_textor ?! fogo foguete ⭐️,"['vai', 'querer', 'pegar', 'carona', 'patrocinar', 'do', 'fogo', 'foguete']",-1.0
"""2022-04-26 04:05:00""",evandro_regis,Vergonha 🙈🤣😱,NEGATIVE,resposta,0,13,https://www.instagram.com/p/CcxYXH0IXne/#18293933959044703,0,0,Vergonha 🙈muitoRiso surpresa ,"['vergonha', 'surpresa']",1.0
"""2022-04-26 04:03:00""",evandro_regis,😂😂😂😂Só digo a vcs minhas aplicações se o PT entra tiro tudo aplico no exterior 🙏🙏 quem lacra não LUCRA não tenho confiança bno PT mais vai virar.......,NEGATIVE,comentário,1,56,https://www.instagram.com/p/CcxYXH0IXne/#17917579250457525,0,0,muitoEngraçado muitoEngraçado muitoEngraçado muitoEngraçado Só digo a vcs minhas aplicações se o PT entra tiro tudo aplico no exterior 🙏🙏 quem lacra não LUCRA não tenho confiança bno PT mais vai virar.......,"['muitoengraçado', 'muitoengraçado', 'muitoengraçado', 'muitoengraçado', 'digo', 'aplicações', 'pt', 'entra', 'tiro', 'tudo', 'aplico', 'exterior', 'lacra', 'não', 'lucra', 'não', 'confiança', 'bno', 'pt', 'mais', 'vai']",1.0
"""2022-04-26 04:00:00""",evandro_regis,Vcs pegaram uma pessoa por telefone? Somos 26 estados. Entrevistaram 2000 mil cálculo % essa multidão que segue o presidente?,NEUTRAL,comentário,0,40,https://www.instagram.com/p/CcxYXH0IXne/#17906654015463309,0,0,Vcs pegaram uma pessoa por telefone? Somos 26 estados. Entrevistaram 2000 mil cálculo % essa multidão que segue o presidente?,"['pegaram', 'pessoa', 'entrevistaram', 'mil', 'cálculo', 'essa', 'multidão', 'segue']",0.0
"""2022-04-26 03:57:00""",evandro_regis,"sou cliente do BTG caso o PT entra no poder, todo meu dinheiro vou tirar minhas aplicações em geral.",NEGATIVE,comentário,0,34,https://www.instagram.com/p/CcxYXH0IXne/#17945863336825361,0,0,"sou cliente do BTG caso o PT entra no poder, todo meu dinheiro vou tirar minhas aplicações em geral.","['cliente', 'do', 'caso', 'pt', 'entra', 'todo', 'dinheiro', 'vou', 'tirar', 'aplicações']",0.0
"""2022-04-26 04:07:00""",evandro_regis,@cassioclv verdade já perdi a esperança com esse banco,NEGATIVE,resposta,0,28,https://www.instagram.com/p/CcxYXH0IXne/#17852395280728180,0,0,@cassioclv verdade já perdi a esperança com esse banco,"['verdade', 'perdi', 'esperança', 'esse']",1.0
"""2022-04-26 04:06:00""",evandro_regis,@ebertonbarross  essa deu nojo 🤮 olha sou cliente não deu pra engolir .se o PT entra tiro minhas aplicações e envisto no exterior,NEGATIVE,resposta,1,60,https://www.instagram.com/p/CcxYXH0IXne/#17843667776772208,0,0,@ebertonbarross  essa deu nojo nojo  olha sou cliente não deu pra engolir .se o PT entra tiro minhas aplicações e envisto no exterior,"['essa', 'deu', 'nojo', 'nojo', 'olha', 'cliente', 'não', 'deu', 'engolir', 'pt', 'entra', 'tiro', 'aplicações', 'envisto', 'exterior']",0.0
"""2022-04-26 08:41:00""",erick_silvarr,Quero operar day trade e n consigo desde ontem pq está dando erro p alocar a margem PIOR experiência está sendo com vcs com a NECTON estava lindo. Vcs conseguiram estragar td,NEGATIVE,comentário,0,35,https://www.instagram.com/p/CcxYXH0IXne/#17917756163301100,0,0,Quero operar day trade e n consigo desde ontem pq está dando erro p alocar a margem PIOR experiência está sendo com vcs com a NECTON estava lindo. Vcs conseguiram estragar td,"['quero', 'operar', 'day', 'trade', 'consigo', 'desde', 'ontem', 'dando', 'erro', 'alocar', 'margem', 'pior', 'experiência', 'necton', 'estava', 'conseguiram', 'estragar', 'td']",1.0
"""2022-04-26 12:28:00""",tatafelizardo,Que esses resultados duvulgados por vocês são mentirosos. Gostava do tempo que banco fazia só seu papel de ser BANCO.,NEGATIVE,comentário,0,33,https://www.instagram.com/p/CcxYXH0IXne/#17973473905554425,0,0,Que esses resultados duvulgados por vocês são mentirosos. Gostava do tempo que banco fazia só seu papel de ser BANCO.,"['esses', 'resultados', 'duvulgados', 'gostava', 'do', 'tempo', 'fazia', 'papel']",1.0
"""2022-04-26 13:39:00""",luizdiniz4108,"Jesus amado que suplico, o meu com essa corretora. Depois de esperar os códigos para ativar a conta fui tentar fazer cadastramento biométrico. Nada faz aquele troço funcionar. Você escaneia o rosto, tira foto do documento e só dá erro. O @btgpactual realmente excedeu minhas expectativas, os amigos sempre falam mail da corretora, mas ela está conseguindo ser pior do que eu esperava. Até pra fazer retiradas você tem que ligar",NEGATIVE,comentário,0,31,https://www.instagram.com/p/CcxYXH0IXne/#18279995263067909,0,0,"Jesus amado que suplico, o meu com essa corretora. Depois de esperar os códigos para ativar a conta fui tentar fazer cadastramento biométrico. Nada faz aquele troço funcionar. Você escaneia o rosto, tira foto do documento e só dá erro. O @btgpactual realmente excedeu minhas expectativas, os amigos sempre falam mail da corretora, mas ela está conseguindo ser pior do que eu esperava. Até pra fazer retiradas você tem que ligar","['jesus', 'amado', 'essa', 'depois', 'esperar', 'códigos', 'ativar', 'conta', 'tentar', 'fazer', 'cadastramento', 'nada', 'faz', 'troço', 'você', 'escaneia', 'tira', 'foto', 'do', 'documento', 'dá', 'realmente', 'excedeu', 'amigos', 'sempre', 'falam', 'mail', 'da', 'conseguindo', 'pior', 'do', 'até', 'fazer', 'retiradas', 'você', 'ligar']",1.0
"""2022-04-26 15:58:00""",valeria.silva3926,Só falta aumentar meu limite que até agora nada 😢😢😢😢,POSITIVE,comentário,0,34,https://www.instagram.com/p/CaspbrHuldT/#17939069750059062,0,0,Só falta aumentar meu limite que até agora nada decepcionado_mas_aliviado decepcionado_mas_aliviado decepcionado_mas_aliviado decepcionado_mas_aliviado ,"['falta', 'aumentar', 'limite', 'até', 'agora', 'nada']",1.0
"""2022-04-26 15:58:00""",valeria.silva3926,@veronica_nandaa kkk pois no meu está faltando crédito kk pra me movimentar,NEGATIVE,resposta,0,27,https://www.instagram.com/p/CaspbrHuldT/#17917077887390440,0,0,@veronica_nandaa kkk pois no meu está faltando crédito kk pra me movimentar,"['faltando', 'crédito', 'kk', 'movimentar']",0.0
"""2022-04-26 15:54:00""",veronica_nandaa,"@btgpactual comentários bons vocês comentam né, palhaçada de banco, oferecem limite alto para atrair clientes e para depois diminuir limites e com conversar fiada 🙄",NEGATIVE,comentário,1,71,https://www.instagram.com/p/CaspbrHuldT/#17929065473208894,0,0,"@btgpactual comentários bons vocês comentam né, palhaçada de banco, oferecem limite alto para atrair clientes e para depois diminuir limites e com conversar fiada revirarOsOlhos ","['comentários', 'bons', 'comentam', 'palhaçada', 'oferecem', 'limite', 'alto', 'atrair', 'clientes', 'depois', 'diminuir', 'limites', 'conversar', 'fiada', 'revirarosolhos']",1.0
"""2022-04-26 15:52:00""",veronica_nandaa,@valeria.silva3926 O motivo é que não movimento o cartão de crédito com freguesia todo mês 🙄,NEGATIVE,resposta,0,36,https://www.instagram.com/p/CaspbrHuldT/#18199749709194137,0,0,@valeria.silva3926 O motivo é que não movimento o cartão de crédito com freguesia todo mês revirarOsOlhos ,"['motivo', 'não', 'movimento', 'cartão', 'crédito', 'freguesia', 'todo', 'mês', 'revirarosolhos']",1.0
"""2022-04-26 15:52:00""",veronica_nandaa,"@valeria.silva3926 olha depois do meu comentário 3 dias depois, diminuiu mais ainda",NEUTRAL,resposta,0,37,https://www.instagram.com/p/CaspbrHuldT/#17974929619549804,0,0,"@valeria.silva3926 olha depois do meu comentário 3 dias depois, diminuiu mais ainda","['olha', 'depois', 'do', 'comentário', 'dias', 'diminuiu', 'mais', 'ainda']",-1.0
"""2022-04-26 17:29:00""",adcdacorporation,@btgpactual QUANDO É QUE NÓS VAMOS TER A OPÇÃO DE FAZER RECARGAS DE CELULAR NO APP BTG? TODOS OS OUTROS BANCOS JA FAZEM ISTO. SÓ O BTG QUE TÁ DORMINDO NO PONTO. SERIA INTERESSANTE SE O BTG COLOCASSE ESSA FUNÇÃO PARA QUE PUDÉSSEMOS FAZER NOSSAS RECARGAS DE CELULAR. #FICAADICA,NEGATIVE,comentário,0,39,https://www.instagram.com/p/CbP0p56OM13/#18118822681287669,0,0,@btgpactual QUANDO É QUE NÓS VAMOS TER A OPÇÃO DE FAZER RECARGAS DE CELULAR NO APP BTG? TODOS OS OUTROS BANCOS JA FAZEM ISTO. SÓ O BTG QUE TÁ DORMINDO NO PONTO. SERIA INTERESSANTE SE O BTG COLOCASSE ESSA FUNÇÃO PARA QUE PUDÉSSEMOS FAZER NOSSAS RECARGAS DE CELULAR. #FICAADICA,"['vamos', 'opção', 'fazer', 'recargas', 'celular', 'app', 'todos', 'bancos', 'ja', 'fazem', 'tá', 'dormindo', 'seria', 'interessante', 'colocasse', 'essa', 'função', 'pudéssemos', 'fazer', 'recargas']",1.0
"""2022-04-26 19:56:00""",raphaelnoleto_,@xpinvestimentos @btgpactual quem vai querer patrocinar e pegar carona no embalado  @botafogo do @john_textor ?! 🔥🚀⭐️,NEUTRAL,comentário,1,57,https://www.instagram.com/p/Cc1J0tVugD6/#17938492561932983,0,0,@xpinvestimentos @btgpactual quem vai querer patrocinar e pegar carona no embalado  @botafogo do @john_textor ?! fogo foguete ⭐️,"['vai', 'querer', 'patrocinar', 'pegar', 'carona', 'embalado', 'do', 'fogo', 'foguete']",-1.0
"""2022-04-26 20:36:00""",heriewertonreis,Concordo @genheleno . O @btgpactual também fez isso. Não sei qual a intenção deles. Simplesmente ridículo.,NEGATIVE,comentário,0,26,https://www.instagram.com/p/Ccu_lmCOo3N/#18295582387021268,0,0,Concordo @genheleno . O @btgpactual também fez isso. Não sei qual a intenção deles. Simplesmente ridículo.,"['concordo', 'não', 'sei', 'intenção', 'simplesmente']",1.0
"""2022-04-27 00:03:00""",danillo.marques.94,Cadê a pesquisa??,NEGATIVE,comentário,0,23,https://www.instagram.com/p/CcxYXH0IXne/#17968964674531259,0,0,Cadê a pesquisa??,['cadê'],1.0
"""2022-04-27 02:32:00""",valeria.silva3926,@btgpactual já movimento já invisto já mudei pra o Black mas limite que é bom nada desse jeito vou optar pelo c6bank,NEGATIVE,resposta,1,62,https://www.instagram.com/p/CaspbrHuldT/#17920649513367703,0,0,@btgpactual já movimento já invisto já mudei pra o Black mas limite que é bom nada desse jeito vou optar pelo c6bank,"['movimento', 'invisto', 'mudei', 'black', 'limite', 'bom', 'nada', 'jeito', 'vou', 'optar']",1.0
"""2022-04-27 13:22:00""",lopesgrindcorer,dennesmatias Na minha rua já estou pendurando bandeirinhas 13 PT 🌹,NEGATIVE,resposta,0,43,https://www.instagram.com/p/CcxYXH0IXne/#17949187090879486,0,0,dennesmatias Na minha rua já estou pendurando bandeirinhas 13 PT 🌹,"['dennesmatias', 'rua', 'pendurando', 'bandeirinhas', 'pt']",1.0
"""2022-04-27 13:21:00""",lopesgrindcorer,Tchau querido. PT já ganhou❤️,NEUTRAL,resposta,0,39,https://www.instagram.com/p/CcxYXH0IXne/#18220977076187381,0,0,Tchau querido. PT já ganhou❤️,"['tchau', 'pt']",-1.0
"""2022-04-27 12:41:00""",juniorczj,"Parabéns man, @btgpactual só jogador caro ! 👊",POSITIVE,comentário,0,39,https://www.instagram.com/p/Cc2-LxEuhnY/#18209842366179908,0,0,"Parabéns man, @btgpactual só jogador caro ! 👊","['parabéns', 'jogador', 'caro']",0.0
"""2022-04-27 17:25:00""",raphaelnoleto_,@btgpactual @xpinvestimentos qual das duas vai querer pegar carona e patrocinar o @botafogo do @john_textor ?! 🔥🚀⭐️,NEUTRAL,comentário,0,47,https://www.instagram.com/p/Cc3gZU9uNMX/#17939347655019237,0,0,@btgpactual @xpinvestimentos qual das duas vai querer pegar carona e patrocinar o @botafogo do @john_textor ?! fogo foguete ⭐️,"['duas', 'vai', 'querer', 'pegar', 'carona', 'patrocinar', 'do', 'fogo', 'foguete']",1.0
"""2022-04-27 17:42:00""",palomatocci,@btgpactual obrigada por participar de forma tão especial dessa fase tão importante da minha vida!,POSITIVE,comentário,0,30,https://www.instagram.com/p/Cc3Hq3FOpxb/#17916976571411831,0,0,@btgpactual obrigada por participar de forma tão especial dessa fase tão importante da minha vida!,"['obrigada', 'participar', 'forma', 'tão', 'especial', 'fase', 'tão', 'importante', 'da']",-1.0
"""2022-04-27 18:22:00""",a.friedmann,"Legal, manda os meus aí!!!!!",POSITIVE,comentário,0,46,https://www.instagram.com/p/Cc3nt73O6Gv/#18049137943321920,0,0,"Legal, manda os meus aí!!!!!",['manda'],1.0
"""2022-04-27 18:19:00""",adcdacorporation,"""@btgpactual TÁ FALTANDO VOCÊS COLOCAREM MAIS SEGURANÇAS AS TRANSIÇÕES PIX VOCÊS NÃO ACHAM? FALTA MELHORAR ESSA SEGURANÇA DE VOCÊS POIS O APP É MUITO FRÁGIL, ENVIO DE PIX SEM EXIGIR SENHA?????👎👎👎👎👎👎👎DÊEM UMA MELHORADA NISSO AI POIS UMA SIMPLES """"COISINHA"""" DESSAS VAI MUITOS CLIENTES PERDEREM A CONFIANÇA ASSIM COMO EU ESTOU COMEÇANDO A PERDER A CONFIANÇA NO BTG POIS UM BANCO TÃO GIGANTE E RICO PODERIA SOLICITAR MELHORIAS REAIS E FUNCIONAIS À EQUIPE DE DESENVOLVIMENTO...#FICAADICA""",NEGATIVE,comentário,1,52,https://www.instagram.com/p/Cc3nt73O6Gv/#18198415834081595,0,0,"""@btgpactual TÁ FALTANDO VOCÊS COLOCAREM MAIS SEGURANÇAS AS TRANSIÇÕES PIX VOCÊS NÃO ACHAM? FALTA MELHORAR ESSA SEGURANÇA DE VOCÊS POIS O APP É MUITO FRÁGIL, ENVIO DE PIX SEM EXIGIR SENHA?????👎👎👎👎👎👎👎DÊEM UMA MELHORADA NISSO AI POIS UMA SIMPLES """"COISINHA"""" DESSAS VAI MUITOS CLIENTES PERDEREM A CONFIANÇA ASSIM COMO EU ESTOU COMEÇANDO A PERDER A CONFIANÇA NO BTG POIS UM BANCO TÃO GIGANTE E RICO PODERIA SOLICITAR MELHORIAS REAIS E FUNCIONAIS À EQUIPE DE DESENVOLVIMENTO...#FICAADICA""","['tá', 'faltando', 'colocarem', 'mais', 'seguranças', 'transições', 'pix', 'não', 'falta', 'melhorar', 'essa', 'segurança', 'app', 'muito', 'envio', 'pix', 'exigir', 'melhorada', 'nisso', 'ai', 'simples', 'dessas', 'vai', 'muitos', 'clientes', 'perderem', 'confiança', 'assim', 'começando', 'perder', 'confiança', 'tão', 'gigante', 'rico', 'poderia', 'solicitar', 'melhorias', 'reais', 'funcionais', 'equipe']",1.0
"""2022-04-27 19:03:00""",ivonete_granjeiro,Melhor banco 😍,POSITIVE,comentário,0,19,https://www.instagram.com/p/Cc3nt73O6Gv/#17916636209437325,0,0,Melhor banco apaixonado,"['melhor', 'apaixonado']",1.0
"""2022-04-27 18:45:00""",joaochristiem,"BTG pactual, melhor banco 💙👏🏻👏🏻👏🏻",POSITIVE,comentário,0,10,https://www.instagram.com/p/Cc3nt73O6Gv/#17870244005694150,0,0,"BTG pactual, melhor banco coração azul palmas 🏻palmas 🏻palmas 🏻","['melhor', 'coração', 'azul', 'palmas']",0.0
"""2022-04-27 19:34:00""",lucaasbacelar,👏👏👏,NEUTRAL,comentário,0,15,https://www.instagram.com/p/Cc3nt73O6Gv/#17921406635241926,0,0,palmas palmas palmas ,"['palmas', 'palmas', 'palmas']",0.0
"""2022-04-27 20:01:00""",danilodanz,"Uma dúvida, o cartão Black de vocês tem todos os benefícios da bandeira Mastercard Black né ? Pq não consta a informação no site, tive que buscar no site da própria Mastercard porém gostaria de tirar a dúvida .. cartão muito bom e conta e app excelentes, estou gostando bastante",POSITIVE,comentário,0,34,https://www.instagram.com/p/Cc3nt73O6Gv/#17953813036755668,0,0,"Uma dúvida, o cartão Black de vocês tem todos os benefícios da bandeira Mastercard Black né ? Pq não consta a informação no site, tive que buscar no site da própria Mastercard porém gostaria de tirar a dúvida .. cartão muito bom e conta e app excelentes, estou gostando bastante","['cartão', 'black', 'todos', 'benefícios', 'da', 'bandeira', 'mastercard', 'black', 'né', 'não', 'consta', 'informação', 'tive', 'buscar', 'site', 'da', 'mastercard', 'gostaria', 'tirar', 'dúvida', 'cartão', 'muito', 'bom', 'conta', 'app', 'gostando', 'bastante']",1.0
"""2022-04-27 19:55:00""",lluccassppazz,"Opero pela @genialinvestimentos e pelo @btgpactual , mas não abro conta na @xpinvestimentos q quer emplacar o rato do @lulaoficial",NEGATIVE,comentário,0,24,https://www.instagram.com/p/Cc3u5IlLxxU/#18042868504330839,0,0,"Opero pela @genialinvestimentos e pelo @btgpactual , mas não abro conta na @xpinvestimentos q quer emplacar o rato do @lulaoficial","['opero', 'não', 'abro', 'conta', 'emplacar', 'rato', 'do']",-1.0
"""2022-04-27 19:53:00""",ivodurans__,O melhor 💙,POSITIVE,comentário,0,11,https://www.instagram.com/p/Cc3nt73O6Gv/#17960885125654656,0,0,O melhor coração azul ,"['melhor', 'coração', 'azul']",-1.0
"""2022-04-27 20:11:00""",igorcnascimento,Prometem isenção de anuidade e depois vão lá e cobram a mesma! Não indico!,NEGATIVE,comentário,0,38,https://www.instagram.com/p/Cc3nt73O6Gv/#17950172035876748,0,0,Prometem isenção de anuidade e depois vão lá e cobram a mesma! Não indico!,"['prometem', 'isenção', 'anuidade', 'depois', 'vão', 'cobram', 'não']",-1.0
"""2022-04-27 21:00:00""",ralphlucass,Mas na foto tá azul,NEGATIVE,comentário,0,29,https://www.instagram.com/p/Cc3nt73O6Gv/#17945859547900045,0,0,Mas na foto tá azul,"['foto', 'tá', 'azul']",1.0
"""2022-04-27 21:16:00""",igorcnascimento,@btgpactual mandei o print no direct onde consta a isenção. Se prometem o mínimo e cumprir!,NEGATIVE,resposta,0,40,https://www.instagram.com/p/Cc3nt73O6Gv/#17942707183959040,0,0,@btgpactual mandei o print no direct onde consta a isenção. Se prometem o mínimo e cumprir!,"['mandei', 'print', 'direct', 'onde', 'consta', 'prometem', 'mínimo']",-1.0
"""2022-04-27 21:07:00""",dominique.inv,Eu amoooo 😍😍😍😍😍❤️❤️,POSITIVE,comentário,0,18,https://www.instagram.com/p/Cc3nt73O6Gv/#17915824583322478,0,0,Eu amoooo apaixonadoapaixonadoapaixonadoapaixonadoapaixonado❤️❤️,['amoooo'],1.0
"""2022-04-27 21:07:00""",dominique.inv,Número 1,NEUTRAL,comentário,0,15,https://www.instagram.com/p/Cc3nt73O6Gv/#17998732573440469,0,0,Número 1,['número'],1.0
"""2022-04-27 21:07:00""",dominique.inv,Tudo de bom!,POSITIVE,comentário,0,9,https://www.instagram.com/p/Cc3nt73O6Gv/#17943442126857731,0,0,Tudo de bom!,['tudo'],1.0
"""2022-04-27 21:07:00""",dominique.inv,Best friend ❤️,POSITIVE,comentário,0,19,https://www.instagram.com/p/Cc3nt73O6Gv/#17942601844985954,0,0,Best friend ❤️,"['best', 'friend']",1.0
"""2022-04-27 21:46:00""",marco_masv,Pontuação de milhas como funciona ?,NEUTRAL,comentário,0,31,https://www.instagram.com/p/Cc3nt73O6Gv/#17951848228834130,0,0,Pontuação de milhas como funciona ?,"['pontuação', 'milhas', 'funciona']",0.0
"""2022-04-27 22:28:00""",adaildocostta,"@marco_masv pontua 2,2 por dólar gasto. Você escolhe qual clube de fidelidade quer pontuar (Livelo, esfera ou dotz)",NEUTRAL,resposta,1,60,https://www.instagram.com/p/Cc3nt73O6Gv/#18295820098017584,0,0,"@marco_masv pontua 2,2 por dólar gasto. Você escolhe qual clube de fidelidade quer pontuar (Livelo, esfera ou dotz)","['pontua', 'dólar', 'você', 'escolhe', 'clube', 'fidelidade', 'pontuar', 'esfera', 'ou']",1.0
"""2022-04-27 22:25:00""",oliveira.junior.6,"Boa noite! Quem já tem investimentos no btg poderia mim tirar uma dúvida por favor, se o app notifica em nosso celular quando entra dinheiro em nossa conta de dividedos ?",NEUTRAL,comentário,0,24,https://www.instagram.com/p/Ccqehqvuy3B/#18043126006331829,0,0,"Boa noite! Quem já tem investimentos no btg poderia mim tirar uma dúvida por favor, se o app notifica em nosso celular quando entra dinheiro em nossa conta de dividedos ?","['boa', 'investimentos', 'poderia', 'mim', 'tirar', 'dúvida', 'app', 'notifica', 'celular', 'entra', 'dinheiro', 'conta', 'dividedos']",0.0
"""2022-04-27 22:45:00""",jucarareis7,👏👏👏👏👏,NEUTRAL,comentário,0,15,https://www.instagram.com/p/Cc3nt73O6Gv/#17908281518428371,0,0,palmas palmas palmas palmas palmas ,"['palmas', 'palmas', 'palmas', 'palmas', 'palmas']",1.0
"""2022-04-27 23:32:00""",italoraniere,Também estou ansioso por novidades em relação ao LoungeKey. Os principais concorrentes oferecem acessos ilimitados e o BTG apenas 4. Tá bom de abrirem o olho.,POSITIVE,comentário,0,38,https://www.instagram.com/p/Cc3nt73O6Gv/#17902581635576085,0,0,Também estou ansioso por novidades em relação ao LoungeKey. Os principais concorrentes oferecem acessos ilimitados e o BTG apenas 4. Tá bom de abrirem o olho.,"['ansioso', 'novidades', 'relação', 'ao', 'principais', 'concorrentes', 'oferecem', 'acessos', 'ilimitados', 'apenas', 'tá', 'bom', 'abrirem']",0.0
"""2022-04-27 23:31:00""",italoraniere,"Gostei muito da novidade de bater metas no caso das compras do cartão nesse mês de abril e maio, torna o cartão mais competitivo frente aos melhores do mercado. Espero que ou vire algo permanente ou essa conversão de 2,2 pontos por dólar gasto seja elevada.",POSITIVE,comentário,1,58,https://www.instagram.com/p/Cc3nt73O6Gv/#17933525480138177,0,0,"Gostei muito da novidade de bater metas no caso das compras do cartão nesse mês de abril e maio, torna o cartão mais competitivo frente aos melhores do mercado. Espero que ou vire algo permanente ou essa conversão de 2,2 pontos por dólar gasto seja elevada.","['gostei', 'muito', 'da', 'novidade', 'bater', 'metas', 'caso', 'compras', 'do', 'cartão', 'mês', 'abril', 'torna', 'cartão', 'mais', 'competitivo', 'frente', 'melhores', 'do', 'espero', 'ou', 'vire', 'permanente', 'ou', 'essa', 'conversão', 'dólar', 'gasto']",0.0
"""2022-04-27 23:29:00""",italoraniere,"@adaildocostta Lembrando que está com uma condição nos meses de abril e maio que batendo metas a sua pontuação vai para 3,3 por dólar gasto ou 4,4 pontos por dólar gasto.",NEUTRAL,resposta,1,70,https://www.instagram.com/p/Cc3nt73O6Gv/#17986413286444734,0,0,"@adaildocostta Lembrando que está com uma condição nos meses de abril e maio que batendo metas a sua pontuação vai para 3,3 por dólar gasto ou 4,4 pontos por dólar gasto.","['lembrando', 'condição', 'meses', 'abril', 'maio', 'batendo', 'metas', 'pontuação', 'vai', 'dólar', 'gasto', 'ou', 'dólar']",0.0
"""2022-04-28 01:34:00""",renan.qn,Vai lá @btgpactual faz melhor ✌🏻,POSITIVE,comentário,0,29,https://www.instagram.com/p/Cc221tNul4A/#17899349564599444,0,0,Vai lá @btgpactual faz melhor ✌🏻,"['vai', 'faz', 'melhor']",1.0
"""2022-04-28 02:01:00""",jeffmaffei,😍 I can’t wait!,POSITIVE,comentário,0,10,https://www.instagram.com/p/Cc3nt73O6Gv/#18173847334173886,0,0,apaixonado I can’t wait!,['apaixonado'],1.0
"""2022-04-28 05:20:00""",lira13777,Só em viagens ou compra internacional pela Internet vale?,POSITIVE,comentário,0,20,https://www.instagram.com/p/Cc3nt73O6Gv/#17949886240738542,0,0,Só em viagens ou compra internacional pela Internet vale?,"['viagens', 'ou', 'compra', 'internacional', 'internet']",-1.0
