dataPublicada,autor,texto,sentimento,tipoInteracao,anomalia,probabilidadeAnomalia,linkPost,processado,contemHyperlink,Frases_sem_stop_words
"""2022-04-25 10:39:00""",dennesmatias,@nascimentoblackbelt vc entrevistou o povo na rua?,NEUTRAL,resposta,0,33,https://www.instagram.com/p/CcxYXH0IXne/#17930138846184520,0,0,"['@', 'nascimentoblackbelt', 'vc', 'entrevistou', 'povo', 'rua', '?']"
"""2022-04-25 10:39:00""",dennesmatias,@cassioclv qual rua?,NEUTRAL,resposta,0,35,https://www.instagram.com/p/CcxYXH0IXne/#17959937380715637,0,0,"['@', 'cassioclv', 'rua', '?']"
"""2022-04-25 10:38:00""",luizdiniz4108,"Vergonha essa corretora, era cliente da Necton e nunca tive probelmas, agora que o BTG comprou é so dor de cabeça estou a  78 minutos esperando atendimento e nada, não respodem email, o aplicativo não funciona, so probelma e dor de cabeça. #soqueromeu dinheiro",NEGATIVE,comentário,0,29,https://www.instagram.com/p/Ccqehqvuy3B/#17942094748969348,0,0,"['Vergonha', 'corretora', ',', 'cliente', 'Necton', 'nunca', 'probelmas', ',', 'agora', 'BTG', 'comprou', 'so', 'dor', 'cabeça', '78', 'minutos', 'esperando', 'atendimento', 'nada', ',', 'respodem', 'email', ',', 'aplicativo', 'funciona', ',', 'so', 'probelma', 'dor', 'cabeça', '.', '#', 'soqueromeu', 'dinheiro']"
"""2022-04-25 11:27:00""",tatisounza,Engraçado essas pesqui$as de vcs! A Xp divulgou recentemente uma pesquisa de intenção de voto e apontavam para a predileção de Lula... logo descobrimos que Lula se encontrou as escuras com o dono da Xp... podemos concluir o mesmo sobre vcs ou tá cedo ainda???,NEGATIVE,comentário,0,29,https://www.instagram.com/p/CcxYXH0IXne/#18292592965018153,0,0,"['Engraçado', 'pesqui', '$', 'as', 'vcs', '!', 'Xp', 'divulgou', 'recentemente', 'pesquisa', 'intenção', 'voto', 'apontavam', 'predileção', 'Lula', '...', 'logo', 'descobrimos', 'Lula', 'encontrou', 'escuras', 'dono', 'Xp', '...', 'podemos', 'concluir', 'sobre', 'vcs', 'tá', 'cedo', 'ainda', '?', '?', '?']"
"""2022-04-25 11:41:00""",grafimold_oilless,"Faz 15 dias que não opero por causa deste aplicativo conseguiram estragar tudo....tenho que desinstalar e instalar a todo momento, pede reconhecimento facial, geral o código e entra..se sair e tentar acessar novamente não dá e voltamos a desistlar, instalar e reconhecimento facial, ativação do token....",NEGATIVE,comentário,0,18,https://www.instagram.com/p/Ccqehqvuy3B/#18029228257360492,0,0,"['Faz', '15', 'dias', 'opero', 'causa', 'deste', 'aplicativo', 'conseguiram', 'estragar', 'tudo', '....', 'tenho', 'desinstalar', 'instalar', 'todo', 'momento', ',', 'pede', 'reconhecimento', 'facial', ',', 'geral', 'código', 'entra', '..', 'se', 'sair', 'tentar', 'acessar', 'novamente', 'dá', 'voltamos', 'desistlar', ',', 'instalar', 'reconhecimento', 'facial', ',', 'ativação', 'token', '....']"
"""2022-04-25 11:39:00""",rafaelkama,"@btgpactual mandei , mas se não da p voltar vou procurar a XP... app era coisa séria e agora virou ruim e está péssimo !!! atraso na vida dos clientes",NEGATIVE,resposta,0,35,https://www.instagram.com/p/CbvmPuvDA3e/#17891865698536871,0,0,"['@', 'btgpactual', 'mandei', ',', 'p', 'voltar', 'vou', 'procurar', 'XP', '...', 'app', 'coisa', 'séria', 'agora', 'virou', 'ruim', 'péssimo', '!', '!', '!', 'atraso', 'vida', 'clientes']"
"""2022-04-25 11:48:00""",tatafelizardo,@btg que pesquisa é essa que voces estão mandando por e-mail? É fishing? Que Lula está em primeiro lugar? Eu fecho a minha conta se continuar com esse absurdo! Tomem vergonha na cara! @pauloguedesfc qual é ? Tá ficando feio!,NEGATIVE,comentário,0,30,https://www.instagram.com/p/CcxYXH0IXne/#17877354779669000,0,0,"['@', 'btg', 'pesquisa', 'voces', 'mandando', 'e-mail', '?', 'fishing', '?', 'Lula', 'primeiro', 'lugar', '?', 'fecho', 'conta', 'continuar', 'absurdo', '!', 'Tomem', 'vergonha', 'cara', '!', '@', 'pauloguedesfc', '?', 'Tá', 'ficando', 'feio', '!']"
"""2022-04-25 12:23:00""",puccinho,"""90% dos comentários contra o ladrao e vcs tem coragem de colocar essa pesquisa . Vcs são muito cara de pau …..""",NEGATIVE,comentário,0,40,https://www.instagram.com/p/CcxYXH0IXne/#18068061766305916,0,0,"['``', '90', '%', 'comentários', 'contra', 'ladrao', 'vcs', 'coragem', 'colocar', 'pesquisa', '.', 'Vcs', 'cara', 'pau', '…', '..', ""''""]"
"""2022-04-25 12:20:00""",puccinho,Nunca vi um candidato a presidente líder nas pesquisas não poder sair na rua . Vcs banqueiros deveriam começar a pensar mais no seu país e nos brasileiros . Vcs não enganam mais ninguém !!!! Bando de corrup..,NEGATIVE,comentário,0,19,https://www.instagram.com/p/CcxYXH0IXne/#18197223163091439,0,0,"['Nunca', 'vi', 'candidato', 'presidente', 'líder', 'pesquisas', 'poder', 'sair', 'rua', '.', 'Vcs', 'banqueiros', 'deveriam', 'começar', 'pensar', 'país', 'brasileiros', '.', 'Vcs', 'enganam', 'ninguém', '!', '!', '!', '!', 'Bando', 'corrup', '..']"
"""2022-04-25 12:19:00""",elizete.etg,"@gustavocerbasi uma honra receber esse feedback, realmente você é meu mestre no aprendizado das finanças pessoais.  Acompanho todo conteúdo produzido para o @btgpactual ... 🔥🔥🔥 😍😍😍",POSITIVE,comentário,1,63,https://www.instagram.com/p/Ccx1BT7M1aT/#18165898885215286,0,0,"['@', 'gustavocerbasi', 'honra', 'receber', 'feedback', ',', 'realmente', 'mestre', 'aprendizado', 'finanças', 'pessoais', '.', 'Acompanho', 'todo', 'conteúdo', 'produzido', '@', 'btgpactual', '...', '🔥🔥🔥', '😍😍😍']"
"""2022-04-25 12:19:00""",puccinho,Bolsonaro 2022,NEUTRAL,comentário,1,72,https://www.instagram.com/p/CcxYXH0IXne/#17912016680362455,0,0,"['Bolsonaro', '2022']"
"""2022-04-25 12:19:00""",wagdevmode,"É só uma pesquisa, meu povo. Se acalmem. Onde que está dizendo que é o que vai acontecer de fato?",NEGATIVE,comentário,0,28,https://www.instagram.com/p/CcxYXH0IXne/#17968435894533051,0,0,"['pesquisa', ',', 'povo', '.', 'acalmem', '.', 'Onde', 'dizendo', 'vai', 'acontecer', 'fato', '?']"
"""2022-04-25 12:17:00""",mariasupervisora,Aonde? Pesquisa furada.,NEGATIVE,comentário,0,19,https://www.instagram.com/p/CcxYXH0IXne/#17992314064430448,0,0,"['Aonde', '?', 'Pesquisa', 'furada', '.']"
"""2022-04-25 13:18:00""",luizdiniz4108,Pior experiência possível em termos de corretora. Era um cliente super feliz na Necton. Agora que o @btgpactual comprou a Necton só dor de cabeça. Não consigo ativar minha conta por conta porque a empresa não consegue enviar um simples SMS. Tô com meu dinheiro praticamente sequestrado pelo BTG. So quero entrar na conta resgatar minha grana e ir embora.em paz.,NEGATIVE,comentário,0,49,https://www.instagram.com/p/Ccqehqvuy3B/#17961292837645159,0,0,"['Pior', 'experiência', 'possível', 'termos', 'corretora', '.', 'cliente', 'super', 'feliz', 'Necton', '.', 'Agora', '@', 'btgpactual', 'comprou', 'Necton', 'dor', 'cabeça', '.', 'consigo', 'ativar', 'conta', 'conta', 'porque', 'empresa', 'consegue', 'enviar', 'simples', 'SMS', '.', 'Tô', 'dinheiro', 'praticamente', 'sequestrado', 'BTG', '.', 'So', 'quero', 'entrar', 'conta', 'resgatar', 'grana', 'ir', 'embora.em', 'paz', '.']"
"""2022-04-25 16:44:00""",marcus_labarthe,👏👏👏 muito obrigado @ma@marcelo.floratemos certeza que tomamos a melhor decisão em se unir a estrutura do @btgpactual,POSITIVE,comentário,0,14,https://www.instagram.com/p/CcyRpB3Fv7T/#17938551221025188,0,0,"['👏👏👏', 'obrigado', '@', 'ma', '@', 'marcelo.floratemos', 'certeza', 'tomamos', 'melhor', 'decisão', 'unir', 'estrutura', '@', 'btgpactual']"
"""2022-04-25 18:32:00""",luizdiniz4108,#dinheiroseqiestrado #mandemoscodigos #sódordecabeca,NEUTRAL,comentário,1,63,https://www.instagram.com/p/CcxYXH0IXne/#17938351174921782,0,0,"['#', 'dinheiroseqiestrado', '#', 'mandemoscodigos', '#', 'sódordecabeca']"
"""2022-04-25 18:29:00""",luizdiniz4108,"Tinha valores em dinheiro na @nectoninvestimentos com o tombamento para a @btgpactual não tenho acesso a conta, eles não enviam os códigos para ativar a conta. Meu dinheiro foi praticamente sequestrado pela @btgpactual",NEGATIVE,comentário,0,50,https://www.instagram.com/p/CcxrqfGM7lf/#17937138461036420,0,0,"['valores', 'dinheiro', '@', 'nectoninvestimentos', 'tombamento', '@', 'btgpactual', 'acesso', 'conta', ',', 'enviam', 'códigos', 'ativar', 'conta', '.', 'dinheiro', 'praticamente', 'sequestrado', '@', 'btgpactual']"
"""2022-04-25 18:41:00""",yago_france01,"Kkkkkkkkk btg financiando pesquisa com dinheiro dos acionistas ,adorei ! Aposto que o Lula roubou a pesquisa tmb hahahahahah",POSITIVE,comentário,0,27,https://www.instagram.com/p/CcxYXH0IXne/#18054880750312931,0,0,"['Kkkkkkkkk', 'btg', 'financiando', 'pesquisa', 'dinheiro', 'acionistas', ',', 'adorei', '!', 'Aposto', 'Lula', 'roubou', 'pesquisa', 'tmb', 'hahahahahah']"
"""2022-04-25 21:35:00""",ebertonbarross,"Por que será que desativaram os comentários sobre o vídeo dessa pesquisa no canal da BTG no Youtube, não aguentaram os comentários???",NEGATIVE,comentário,0,38,https://www.instagram.com/p/CcxYXH0IXne/#18127180417262926,0,0,"['desativaram', 'comentários', 'sobre', 'vídeo', 'dessa', 'pesquisa', 'canal', 'BTG', 'Youtube', ',', 'aguentaram', 'comentários', '?', '?', '?']"
"""2022-04-25 23:11:00""",carlinha_0305,"Vocês desativaram os comentários no Youtube. É  sinda chamam Amanda Klein?! Sério? Credibilidade zero. Nunca mais perco meu tempo.  Além de um vídeo cansativo, longo com gráficos pesados e pouco claros.",NEGATIVE,comentário,0,20,https://www.instagram.com/p/CcxYXH0IXne/#18224480146185653,0,0,"['desativaram', 'comentários', 'Youtube', '.', 'sinda', 'chamam', 'Amanda', 'Klein', '?', '!', 'Sério', '?', 'Credibilidade', 'zero', '.', 'Nunca', 'perco', 'tempo', '.', 'Além', 'vídeo', 'cansativo', ',', 'longo', 'gráficos', 'pesados', 'pouco', 'claros', '.']"
"""2022-04-25 23:09:00""",carlinha_0305,@ebertonbarross acabei de ver no youtube e pensei o mesmo. Vim aqui pra fazer essa crítica. Começando por terem chamado a Amanda Klein... sem paciência pra isso.,POSITIVE,resposta,0,43,https://www.instagram.com/p/CcxYXH0IXne/#17956838872691207,0,0,"['@', 'ebertonbarross', 'acabei', 'ver', 'youtube', 'pensei', 'mesmo', '.', 'Vim', 'aqui', 'pra', 'fazer', 'crítica', '.', 'Começando', 'terem', 'chamado', 'Amanda', 'Klein', '...', 'paciência', 'pra', 'isso', '.']"
"""2022-04-25 23:17:00""",luiz_a.j.dos_santos,👏👏👏,NEUTRAL,comentário,0,15,https://www.instagram.com/p/CcxYXH0IXne/#17883714026644982,0,0,['👏👏👏']
"""2022-04-25 23:53:00""",raphaelnoleto_,@xpinvestimentos @btgpactual quem vai querer pegar carona e patrocinar o @botafogo do @john_textor ?! 🔥🚀⭐️,NEUTRAL,comentário,1,58,https://www.instagram.com/p/CcyjkP5LjsH/#17948810650880818,0,0,"['@', 'xpinvestimentos', '@', 'btgpactual', 'vai', 'querer', 'pegar', 'carona', 'patrocinar', '@', 'botafogo', '@', 'john_textor', '?', '!', '🔥🚀⭐️']"
"""2022-04-26 04:05:00""",evandro_regis,Vergonha 🙈🤣😱,NEGATIVE,resposta,0,13,https://www.instagram.com/p/CcxYXH0IXne/#18293933959044703,0,0,"['Vergonha', '🙈🤣😱']"
"""2022-04-26 04:03:00""",evandro_regis,😂😂😂😂Só digo a vcs minhas aplicações se o PT entra tiro tudo aplico no exterior 🙏🙏 quem lacra não LUCRA não tenho confiança bno PT mais vai virar.......,NEGATIVE,comentário,1,56,https://www.instagram.com/p/CcxYXH0IXne/#17917579250457525,0,0,"['😂😂😂😂Só', 'digo', 'vcs', 'aplicações', 'PT', 'entra', 'tiro', 'tudo', 'aplico', 'exterior', '🙏🙏', 'lacra', 'LUCRA', 'confiança', 'bno', 'PT', 'vai', 'virar', '.......']"
"""2022-04-26 04:00:00""",evandro_regis,Vcs pegaram uma pessoa por telefone? Somos 26 estados. Entrevistaram 2000 mil cálculo % essa multidão que segue o presidente?,NEUTRAL,comentário,0,40,https://www.instagram.com/p/CcxYXH0IXne/#17906654015463309,0,0,"['Vcs', 'pegaram', 'pessoa', 'telefone', '?', '26', 'estados', '.', 'Entrevistaram', '2000', 'mil', 'cálculo', '%', 'multidão', 'segue', 'presidente', '?']"
"""2022-04-26 03:57:00""",evandro_regis,"sou cliente do BTG caso o PT entra no poder, todo meu dinheiro vou tirar minhas aplicações em geral.",NEGATIVE,comentário,0,34,https://www.instagram.com/p/CcxYXH0IXne/#17945863336825361,0,0,"['cliente', 'BTG', 'caso', 'PT', 'entra', 'poder', ',', 'todo', 'dinheiro', 'vou', 'tirar', 'aplicações', 'geral', '.']"
"""2022-04-26 04:07:00""",evandro_regis,@cassioclv verdade já perdi a esperança com esse banco,NEGATIVE,resposta,0,28,https://www.instagram.com/p/CcxYXH0IXne/#17852395280728180,0,0,"['@', 'cassioclv', 'verdade', 'perdi', 'esperança', 'banco']"
"""2022-04-26 04:06:00""",evandro_regis,@ebertonbarross  essa deu nojo 🤮 olha sou cliente não deu pra engolir .se o PT entra tiro minhas aplicações e envisto no exterior,NEGATIVE,resposta,1,60,https://www.instagram.com/p/CcxYXH0IXne/#17843667776772208,0,0,"['@', 'ebertonbarross', 'deu', 'nojo', '🤮', 'olha', 'cliente', 'deu', 'pra', 'engolir', '.se', 'PT', 'entra', 'tiro', 'aplicações', 'envisto', 'exterior']"
"""2022-04-26 08:41:00""",erick_silvarr,Quero operar day trade e n consigo desde ontem pq está dando erro p alocar a margem PIOR experiência está sendo com vcs com a NECTON estava lindo. Vcs conseguiram estragar td,NEGATIVE,comentário,0,35,https://www.instagram.com/p/CcxYXH0IXne/#17917756163301100,0,0,"['Quero', 'operar', 'day', 'trade', 'n', 'consigo', 'desde', 'ontem', 'pq', 'dando', 'erro', 'p', 'alocar', 'margem', 'PIOR', 'experiência', 'sendo', 'vcs', 'NECTON', 'lindo', '.', 'Vcs', 'conseguiram', 'estragar', 'td']"
"""2022-04-26 11:19:00""",nanda.silver92,Tenho interesse??,POSITIVE,comentário,0,16,https://www.instagram.com/p/CQ_PsMDJG34/#17852427932750751,0,0,"['interesse', '?', '?']"
"""2022-04-26 12:28:00""",tatafelizardo,Que esses resultados duvulgados por vocês são mentirosos. Gostava do tempo que banco fazia só seu papel de ser BANCO.,NEGATIVE,comentário,0,33,https://www.instagram.com/p/CcxYXH0IXne/#17973473905554425,0,0,"['resultados', 'duvulgados', 'mentirosos', '.', 'Gostava', 'tempo', 'banco', 'fazia', 'papel', 'BANCO', '.']"
"""2022-04-26 13:39:00""",luizdiniz4108,"Jesus amado que suplico, o meu com essa corretora. Depois de esperar os códigos para ativar a conta fui tentar fazer cadastramento biométrico. Nada faz aquele troço funcionar. Você escaneia o rosto, tira foto do documento e só dá erro. O @btgpactual realmente excedeu minhas expectativas, os amigos sempre falam mail da corretora, mas ela está conseguindo ser pior do que eu esperava. Até pra fazer retiradas você tem que ligar",NEGATIVE,comentário,0,31,https://www.instagram.com/p/CcxYXH0IXne/#18279995263067909,0,0,"['Jesus', 'amado', 'suplico', ',', 'corretora', '.', 'esperar', 'códigos', 'ativar', 'conta', 'tentar', 'fazer', 'cadastramento', 'biométrico', '.', 'Nada', 'faz', 'troço', 'funcionar', '.', 'escaneia', 'rosto', ',', 'tira', 'foto', 'documento', 'dá', 'erro', '.', '@', 'btgpactual', 'realmente', 'excedeu', 'expectativas', ',', 'amigos', 'sempre', 'falam', 'mail', 'corretora', ',', 'conseguindo', 'pior', 'esperava', '.', 'pra', 'fazer', 'retiradas', 'ligar']"
"""2022-04-26 15:38:00""",evandro_regis,@btgpactual,NEUTRAL,resposta,0,37,https://www.instagram.com/p/CcxYXH0IXne/#17955216904740899,0,0,"['@', 'btgpactual']"
"""2022-04-26 15:58:00""",valeria.silva3926,Só falta aumentar meu limite que até agora nada 😢😢😢😢,POSITIVE,comentário,0,34,https://www.instagram.com/p/CaspbrHuldT/#17939069750059062,0,0,"['falta', 'aumentar', 'limite', 'agora', 'nada', '😢😢😢😢']"
"""2022-04-26 15:58:00""",valeria.silva3926,@veronica_nandaa kkk pois no meu está faltando crédito kk pra me movimentar,NEGATIVE,resposta,0,27,https://www.instagram.com/p/CaspbrHuldT/#17917077887390440,0,0,"['@', 'veronica_nandaa', 'kkk', 'pois', 'faltando', 'crédito', 'kk', 'pra', 'movimentar']"
"""2022-04-26 15:54:00""",veronica_nandaa,"@btgpactual comentários bons vocês comentam né, palhaçada de banco, oferecem limite alto para atrair clientes e para depois diminuir limites e com conversar fiada 🙄",NEGATIVE,comentário,1,71,https://www.instagram.com/p/CaspbrHuldT/#17929065473208894,0,0,"['@', 'btgpactual', 'comentários', 'bons', 'comentam', 'né', ',', 'palhaçada', 'banco', ',', 'oferecem', 'limite', 'alto', 'atrair', 'clientes', 'diminuir', 'limites', 'conversar', 'fiada', '🙄']"
"""2022-04-26 15:52:00""",veronica_nandaa,@valeria.silva3926 O motivo é que não movimento o cartão de crédito com freguesia todo mês 🙄,NEGATIVE,resposta,0,36,https://www.instagram.com/p/CaspbrHuldT/#18199749709194137,0,0,"['@', 'valeria.silva3926', 'motivo', 'movimento', 'cartão', 'crédito', 'freguesia', 'todo', 'mês', '🙄']"
"""2022-04-26 15:52:00""",veronica_nandaa,"@valeria.silva3926 olha depois do meu comentário 3 dias depois, diminuiu mais ainda",NEUTRAL,resposta,0,37,https://www.instagram.com/p/CaspbrHuldT/#17974929619549804,0,0,"['@', 'valeria.silva3926', 'olha', 'comentário', '3', 'dias', 'depois', ',', 'diminuiu', 'ainda']"
"""2022-04-26 17:29:00""",adcdacorporation,@btgpactual QUANDO É QUE NÓS VAMOS TER A OPÇÃO DE FAZER RECARGAS DE CELULAR NO APP BTG? TODOS OS OUTROS BANCOS JA FAZEM ISTO. SÓ O BTG QUE TÁ DORMINDO NO PONTO. SERIA INTERESSANTE SE O BTG COLOCASSE ESSA FUNÇÃO PARA QUE PUDÉSSEMOS FAZER NOSSAS RECARGAS DE CELULAR. #FICAADICA,NEGATIVE,comentário,0,39,https://www.instagram.com/p/CbP0p56OM13/#18118822681287669,0,0,"['@', 'btgpactual', 'VAMOS', 'TER', 'OPÇÃO', 'FAZER', 'RECARGAS', 'CELULAR', 'APP', 'BTG', '?', 'TODOS', 'OUTROS', 'BANCOS', 'JA', 'FAZEM', 'ISTO', '.', 'BTG', 'TÁ', 'DORMINDO', 'PONTO', '.', 'INTERESSANTE', 'BTG', 'COLOCASSE', 'FUNÇÃO', 'PUDÉSSEMOS', 'FAZER', 'RECARGAS', 'CELULAR', '.', '#', 'FICAADICA']"
"""2022-04-26 17:51:00""",llanny_sousa,@anaflor____ @btgpactual,NEUTRAL,comentário,0,50,https://www.instagram.com/p/CcbtSHws-2x/#17945907841902920,0,0,"['@', 'anaflor____', '@', 'btgpactual']"
"""2022-04-26 19:56:00""",raphaelnoleto_,@xpinvestimentos @btgpactual quem vai querer patrocinar e pegar carona no embalado  @botafogo do @john_textor ?! 🔥🚀⭐️,NEUTRAL,comentário,1,57,https://www.instagram.com/p/Cc1J0tVugD6/#17938492561932983,0,0,"['@', 'xpinvestimentos', '@', 'btgpactual', 'vai', 'querer', 'patrocinar', 'pegar', 'carona', 'embalado', '@', 'botafogo', '@', 'john_textor', '?', '!', '🔥🚀⭐️']"
"""2022-04-26 20:36:00""",heriewertonreis,Concordo @genheleno . O @btgpactual também fez isso. Não sei qual a intenção deles. Simplesmente ridículo.,NEGATIVE,comentário,0,26,https://www.instagram.com/p/Ccu_lmCOo3N/#18295582387021268,0,0,"['Concordo', '@', 'genheleno', '.', '@', 'btgpactual', 'fez', 'isso', '.', 'sei', 'intenção', 'deles', '.', 'Simplesmente', 'ridículo', '.']"
"""2022-04-27 00:03:00""",danillo.marques.94,Cadê a pesquisa??,NEGATIVE,comentário,0,23,https://www.instagram.com/p/CcxYXH0IXne/#17968964674531259,0,0,"['Cadê', 'pesquisa', '?', '?']"
"""2022-04-27 02:32:00""",valeria.silva3926,@btgpactual já movimento já invisto já mudei pra o Black mas limite que é bom nada desse jeito vou optar pelo c6bank,NEGATIVE,resposta,1,62,https://www.instagram.com/p/CaspbrHuldT/#17920649513367703,0,0,"['@', 'btgpactual', 'movimento', 'invisto', 'mudei', 'pra', 'Black', 'limite', 'bom', 'nada', 'desse', 'jeito', 'vou', 'optar', 'c6bank']"
"""2022-04-27 09:29:00""",tarsi_28vasc,@btgpactual,NEUTRAL,comentário,0,37,https://www.instagram.com/p/Cc0I-tWOehj/#18137934292253191,0,0,"['@', 'btgpactual']"
"""2022-04-27 13:22:00""",lopesgrindcorer,dennesmatias Na minha rua já estou pendurando bandeirinhas 13 PT 🌹,NEGATIVE,resposta,0,43,https://www.instagram.com/p/CcxYXH0IXne/#17949187090879486,0,0,"['dennesmatias', 'rua', 'pendurando', 'bandeirinhas', '13', 'PT', '🌹']"
"""2022-04-27 13:21:00""",lopesgrindcorer,Tchau querido. PT já ganhou❤️,NEUTRAL,resposta,0,39,https://www.instagram.com/p/CcxYXH0IXne/#18220977076187381,0,0,"['Tchau', 'querido', '.', 'PT', 'ganhou❤️']"
"""2022-04-27 12:41:00""",juniorczj,"Parabéns man, @btgpactual só jogador caro ! 👊",POSITIVE,comentário,0,39,https://www.instagram.com/p/Cc2-LxEuhnY/#18209842366179908,0,0,"['Parabéns', 'man', ',', '@', 'btgpactual', 'jogador', 'caro', '!', '👊']"
"""2022-04-27 15:00:00""",investindocomrenan,@estrategiasix @btgpactual 👊🏻,NEUTRAL,comentário,1,66,https://www.instagram.com/p/CcqrlNMuwdu/#17988665713466567,0,0,"['@', 'estrategiasix', '@', 'btgpactual', '👊🏻']"
"""2022-04-27 17:25:00""",raphaelnoleto_,@btgpactual @xpinvestimentos qual das duas vai querer pegar carona e patrocinar o @botafogo do @john_textor ?! 🔥🚀⭐️,NEUTRAL,comentário,0,47,https://www.instagram.com/p/Cc3gZU9uNMX/#17939347655019237,0,0,"['@', 'btgpactual', '@', 'xpinvestimentos', 'duas', 'vai', 'querer', 'pegar', 'carona', 'patrocinar', '@', 'botafogo', '@', 'john_textor', '?', '!', '🔥🚀⭐️']"
"""2022-04-27 17:42:00""",palomatocci,@btgpactual obrigada por participar de forma tão especial dessa fase tão importante da minha vida!,POSITIVE,comentário,0,30,https://www.instagram.com/p/Cc3Hq3FOpxb/#17916976571411831,0,0,"['@', 'btgpactual', 'obrigada', 'participar', 'forma', 'tão', 'especial', 'dessa', 'fase', 'tão', 'importante', 'vida', '!']"
"""2022-04-27 18:22:00""",a.friedmann,"Legal, manda os meus aí!!!!!",POSITIVE,comentário,0,46,https://www.instagram.com/p/Cc3nt73O6Gv/#18049137943321920,0,0,"['Legal', ',', 'manda', 'aí', '!', '!', '!', '!', '!']"
"""2022-04-27 18:19:00""",adcdacorporation,"""@btgpactual TÁ FALTANDO VOCÊS COLOCAREM MAIS SEGURANÇAS AS TRANSIÇÕES PIX VOCÊS NÃO ACHAM? FALTA MELHORAR ESSA SEGURANÇA DE VOCÊS POIS O APP É MUITO FRÁGIL, ENVIO DE PIX SEM EXIGIR SENHA?????👎👎👎👎👎👎👎DÊEM UMA MELHORADA NISSO AI POIS UMA SIMPLES """"COISINHA"""" DESSAS VAI MUITOS CLIENTES PERDEREM A CONFIANÇA ASSIM COMO EU ESTOU COMEÇANDO A PERDER A CONFIANÇA NO BTG POIS UM BANCO TÃO GIGANTE E RICO PODERIA SOLICITAR MELHORIAS REAIS E FUNCIONAIS À EQUIPE DE DESENVOLVIMENTO...#FICAADICA""",NEGATIVE,comentário,1,52,https://www.instagram.com/p/Cc3nt73O6Gv/#18198415834081595,0,0,"['``', '@', 'btgpactual', 'TÁ', 'FALTANDO', 'COLOCAREM', 'SEGURANÇAS', 'TRANSIÇÕES', 'PIX', 'ACHAM', '?', 'FALTA', 'MELHORAR', 'SEGURANÇA', 'POIS', 'APP', 'FRÁGIL', ',', 'ENVIO', 'PIX', 'EXIGIR', 'SENHA', '?', '?', '?', '?', '?', '👎👎👎👎👎👎👎DÊEM', 'MELHORADA', 'NISSO', 'AI', 'POIS', 'SIMPLES', '``', ""''"", 'COISINHA', ""''"", ""''"", 'DESSAS', 'VAI', 'MUITOS', 'CLIENTES', 'PERDEREM', 'CONFIANÇA', 'ASSIM', 'COMEÇANDO', 'PERDER', 'CONFIANÇA', 'BTG', 'POIS', 'BANCO', 'TÃO', 'GIGANTE', 'RICO', 'PODERIA', 'SOLICITAR', 'MELHORIAS', 'REAIS', 'FUNCIONAIS', 'EQUIPE', 'DESENVOLVIMENTO', '...', '#', 'FICAADICA', ""''""]"
"""2022-04-27 19:03:00""",ivonete_granjeiro,Melhor banco 😍,POSITIVE,comentário,0,19,https://www.instagram.com/p/Cc3nt73O6Gv/#17916636209437325,0,0,"['Melhor', 'banco', '😍']"
"""2022-04-27 18:45:00""",joaochristiem,"BTG pactual, melhor banco 💙👏🏻👏🏻👏🏻",POSITIVE,comentário,0,10,https://www.instagram.com/p/Cc3nt73O6Gv/#17870244005694150,0,0,"['BTG', 'pactual', ',', 'melhor', 'banco', '💙👏🏻👏🏻👏🏻']"
"""2022-04-27 19:34:00""",lucaasbacelar,👏👏👏,NEUTRAL,comentário,0,15,https://www.instagram.com/p/Cc3nt73O6Gv/#17921406635241926,0,0,['👏👏👏']
"""2022-04-27 20:01:00""",danilodanz,"Uma dúvida, o cartão Black de vocês tem todos os benefícios da bandeira Mastercard Black né ? Pq não consta a informação no site, tive que buscar no site da própria Mastercard porém gostaria de tirar a dúvida .. cartão muito bom e conta e app excelentes, estou gostando bastante",POSITIVE,comentário,0,34,https://www.instagram.com/p/Cc3nt73O6Gv/#17953813036755668,0,0,"['dúvida', ',', 'cartão', 'Black', 'todos', 'benefícios', 'bandeira', 'Mastercard', 'Black', 'né', '?', 'Pq', 'consta', 'informação', 'site', ',', 'buscar', 'site', 'própria', 'Mastercard', 'porém', 'gostaria', 'tirar', 'dúvida', '..', 'cartão', 'bom', 'conta', 'app', 'excelentes', ',', 'gostando', 'bastante']"
"""2022-04-27 19:55:00""",lluccassppazz,"Opero pela @genialinvestimentos e pelo @btgpactual , mas não abro conta na @xpinvestimentos q quer emplacar o rato do @lulaoficial",NEGATIVE,comentário,0,24,https://www.instagram.com/p/Cc3u5IlLxxU/#18042868504330839,0,0,"['Opero', '@', 'genialinvestimentos', '@', 'btgpactual', ',', 'abro', 'conta', '@', 'xpinvestimentos', 'q', 'quer', 'emplacar', 'rato', '@', 'lulaoficial']"
"""2022-04-27 19:53:00""",ivodurans__,O melhor 💙,POSITIVE,comentário,0,11,https://www.instagram.com/p/Cc3nt73O6Gv/#17960885125654656,0,0,"['melhor', '💙']"
"""2022-04-27 20:11:00""",igorcnascimento,Prometem isenção de anuidade e depois vão lá e cobram a mesma! Não indico!,NEGATIVE,comentário,0,38,https://www.instagram.com/p/Cc3nt73O6Gv/#17950172035876748,0,0,"['Prometem', 'isenção', 'anuidade', 'vão', 'lá', 'cobram', 'mesma', '!', 'indico', '!']"
