dataPublicada,autor,texto,sentimento,tipoInteracao,anomalia,probabilidadeAnomalia,linkPost,processado,contemHyperlink,texto_e_palavra,tokens_processados,positivo,negativo,neutro
"""2022-03-21 10:54:00""",paulo_st_oliveira_,👏,NEUTRAL,comentário,0,15,https://www.instagram.com/p/CbXMIENuo31/#18213849643192846,0,0,palmas ,['palmas'],,,
"""2022-03-21 10:51:00""",rodolfo.rro,@btgpactual vocês compartilham informações  não condizentes com a realidade. #BolsonaroPresidenteAte2026 #TarcisioGovernadorSP 🇧🇷🇧🇷🇧🇷🇧🇷,NEGATIVE,resposta,0,41,https://www.instagram.com/p/CbXMIENuo31/#17913870752289907,0,0,@btgpactual vocês compartilham informações  não condizentes com a realidade. #BolsonaroPresidenteAte2026 #TarcisioGovernadorSP 🇧🇷🇧🇷🇧🇷🇧🇷,"['compartilham', 'informações', 'condizentes', 'realidade', 'tarcisiogovernadorsp']",,,
"""2022-03-21 10:48:00""",cacildavasti,@tatisounza essa pesquisa será como a das últimas eleições.  Erraram feio.,NEGATIVE,resposta,0,47,https://www.instagram.com/p/CbXMIENuo31/#17941930561815819,0,0,@tatisounza essa pesquisa será como a das últimas eleições.  Erraram feio.,"['tatisounza', 'pesquisa', 'últimas', 'eleições', 'erraram', 'feio']",,,
"""2022-03-21 10:47:00""",cacildavasti,@junior.gomes.39589 a resposta estará nas urnas. Não podemos nos esquecer das pesquisas nas eleições passadas. Essas pesquisas nunca dão certo.,NEGATIVE,resposta,0,34,https://www.instagram.com/p/CbXMIENuo31/#17963422717601483,0,0,@junior.gomes.39589 a resposta estará nas urnas. Não podemos nos esquecer das pesquisas nas eleições passadas. Essas pesquisas nunca dão certo.,"['resposta', 'estará', 'urnas', 'podemos', 'esquecer', 'pesquisas', 'eleições', 'passadas', 'pesquisas', 'nunca', 'dão', 'certo']",,,
"""2022-03-21 11:11:00""",fox.fernanda,"@btgpactual se vcs dizem que um Partido tá no primeiro lugar , e o candidato não pode sair na rua , isso é o que ?",NEGATIVE,resposta,0,35,https://www.instagram.com/p/CbXMIENuo31/#17897428133580094,0,0,"@btgpactual se vcs dizem que um Partido tá no primeiro lugar , e o candidato não pode sair na rua , isso é o que ?","['dizem', 'partido', 'tá', 'primeiro', 'lugar', 'candidato', 'pode', 'sair', 'rua']",,,
"""2022-03-21 11:10:00""",fox.fernanda,"Vai ser lindo a perda de investidores, como os investidores vão investir se vcs dizem algo irreal q não condiz com a realidade, quem vai investir numa Empresa que diz q o PR pode ser o ladrão ? Quem mete o louco ?",NEGATIVE,comentário,0,47,https://www.instagram.com/p/CbXMIENuo31/#17857400786691015,0,0,"Vai ser lindo a perda de investidores, como os investidores vão investir se vcs dizem algo irreal q não condiz com a realidade, quem vai investir numa Empresa que diz q o PR pode ser o ladrão ? Quem mete o louco ?","['vai', 'lindo', 'perda', 'investidores', 'investidores', 'vão', 'investir', 'dizem', 'algo', 'irreal', 'condiz', 'realidade', 'vai', 'investir', 'empresa', 'diz', 'pr', 'pode', 'ladrão', 'mete', 'louco']",,,
"""2022-03-21 11:07:00""",fox.fernanda,Foi publicada essa pesquisa no TSE?,NEUTRAL,comentário,0,36,https://www.instagram.com/p/CbXMIENuo31/#17927808179165872,0,0,Foi publicada essa pesquisa no TSE?,"['publicada', 'pesquisa', 'tse']",,,
"""2022-03-21 11:28:00""",lucas.coutinho.santos,@btgpactual então comecem a rever quem vocês estão contratando para fazer pesquisas.. é o Seu nome @btgpactual que tá se queimando quando divulga um material desses por email aos seus clientes. Parece que vocês estão fora da realidade.,NEGATIVE,resposta,0,39,https://www.instagram.com/p/CbXMIENuo31/#17919518519338192,0,0,@btgpactual então comecem a rever quem vocês estão contratando para fazer pesquisas.. é o Seu nome @btgpactual que tá se queimando quando divulga um material desses por email aos seus clientes. Parece que vocês estão fora da realidade.,"['então', 'comecem', 'rever', 'contratando', 'fazer', 'pesquisas', 'nome', 'tá', 'queimando', 'divulga', 'material', 'desses', 'email', 'clientes', 'parece', 'realidade']",,,
"""2022-03-21 11:28:00""",ticianoosmelo,"O Esteves éapoiador do 9Fingers, né? Çey...",NEUTRAL,comentário,0,15,https://www.instagram.com/p/CbXMIENuo31/#17967133792522232,0,0,"O Esteves éapoiador do 9Fingers, né? Çey...","['esteves', 'éapoiador', 'né', 'çey']",,,
"""2022-03-21 11:19:00""",irineulima_,"Sinceramente, uma pesquisa feita com 2000 (duas mil) pessoas, num país com mais 100.000.000 (cem milhões) de eleitores, não faz sentido algum.",NEUTRAL,comentário,1,63,https://www.instagram.com/p/CbXMIENuo31/#17923824713216512,0,0,"Sinceramente, uma pesquisa feita com 2000 (duas mil) pessoas, num país com mais 100.000.000 (cem milhões) de eleitores, não faz sentido algum.","['sinceramente', 'pesquisa', 'feita', 'duas', 'mil', 'pessoas', 'país', 'cem', 'milhões', 'eleitores', 'faz', 'sentido', 'algum']",,,
"""2022-03-21 11:42:00""",dennesmatias,@fox.fernanda que argumento estúpido,NEGATIVE,resposta,1,51,https://www.instagram.com/p/CbXMIENuo31/#17983123189479649,0,0,@fox.fernanda que argumento estúpido,"['argumento', 'estúpido']",,,
"""2022-03-21 11:42:00""",dennesmatias,@juanclaudiano o cara acha q bolsonaro é liberal 😂😂😂,NEUTRAL,resposta,0,38,https://www.instagram.com/p/CbXMIENuo31/#18130639399258727,0,0,@juanclaudiano o cara acha q bolsonaro é liberal muitoEngraçado muitoEngraçado muitoEngraçado ,"['juanclaudiano', 'cara', 'acha', 'bolsonaro', 'liberal', 'muitoengraçado', 'muitoengraçado', 'muitoengraçado']",,,
"""2022-03-21 12:02:00""",jcleberribeiro,@gugbarreto burrice deve ser uma dádiva mesmo … fique tranquilo o aumento foi só no Brasil 🇧🇷 e a culpa com certeza é dele … sempre é culpa dele né 🔥,NEGATIVE,resposta,1,52,https://www.instagram.com/p/CbXMIENuo31/#18192136006092559,0,0,@gugbarreto burrice deve ser uma dádiva mesmo … fique tranquilo o aumento foi só no Brasil 🇧🇷 e a culpa com certeza é dele … sempre é culpa dele né fogo ,"['gugbarreto', 'burrice', 'deve', 'dádiva', 'fique', 'tranquilo', 'aumento', 'brasil', 'culpa', 'certeza', 'sempre', 'culpa', 'né', 'fogo']",,,
"""2022-03-21 12:00:00""",gugbarreto,"@genildosilva7 ufa! ainda bem q o PT não assalta mais o nosso país. Graças a isso nossa gasolina baixou de 2,83 para 8,00. Viva o nosso Mitu",NEGATIVE,resposta,0,44,https://www.instagram.com/p/CbXMIENuo31/#18217080523184374,0,0,"@genildosilva7 ufa! ainda bem q o PT não assalta mais o nosso país. Graças a isso nossa gasolina baixou de 2,83 para 8,00. Viva o nosso Mitu","['ufa', 'ainda', 'bem', 'pt', 'assalta', 'país', 'graças', 'gasolina', 'baixou', 'viva', 'mitu']",,,
"""2022-03-21 11:52:00""",genildosilva7,"@gugbarreto não passamos por uma pandemia e não há uma guerra acontecendo que impacta no preço do combustíveis no mundo todo, e governo federal não reduziu o ICMS dos combustíveis, realmente o governo federal não faz nada 😤",NEGATIVE,resposta,1,58,https://www.instagram.com/p/CbXMIENuo31/#17970470902558494,0,0,"@gugbarreto não passamos por uma pandemia e não há uma guerra acontecendo que impacta no preço do combustíveis no mundo todo, e governo federal não reduziu o ICMS dos combustíveis, realmente o governo federal não faz nada 😤","['gugbarreto', 'passamos', 'pandemia', 'guerra', 'acontecendo', 'impacta', 'preço', 'combustíveis', 'mundo', 'todo', 'governo', 'federal', 'reduziu', 'icms', 'combustíveis', 'realmente', 'governo', 'federal', 'faz', 'nada']",,,
"""2022-03-21 11:48:00""",fox.fernanda,"Explique pq é estúpido, parlemos!!!!",NEGATIVE,resposta,0,35,https://www.instagram.com/p/CbXMIENuo31/#17940255997934197,0,0,"Explique pq é estúpido, parlemos!!!!","['explique', 'estúpido', 'parlemos']",,,
"""2022-03-21 11:48:00""",ander.lauer,@btgpactual o líder de pesquisa não consegue juntar uma multidão onde vai e o segundo consegue? Tem certeza que a pesquisa tá correta?,NEUTRAL,comentário,0,42,https://www.instagram.com/p/CbXMIENuo31/#17927689133308857,0,0,@btgpactual o líder de pesquisa não consegue juntar uma multidão onde vai e o segundo consegue? Tem certeza que a pesquisa tá correta?,"['líder', 'pesquisa', 'consegue', 'juntar', 'multidão', 'onde', 'vai', 'segundo', 'consegue', 'certeza', 'pesquisa', 'tá', 'correta']",,,
"""2022-03-21 11:45:00""",dennesmatias,LULA PRESIDENTE!,NEGATIVE,comentário,0,19,https://www.instagram.com/p/CbXMIENuo31/#18190983979090836,0,0,LULA PRESIDENTE!,"['lula', 'presidente']",,,
"""2022-03-21 12:14:00""",gugbarreto,"@jcleberribeiro gasolina 8, gás 150, por 1%, 15 milhões de desempregados.  pq q vcs chamam ele de mitu então?",NEUTRAL,resposta,0,31,https://www.instagram.com/p/CbXMIENuo31/#18113812210302650,0,0,"@jcleberribeiro gasolina 8, gás 150, por 1%, 15 milhões de desempregados.  pq q vcs chamam ele de mitu então?","['jcleberribeiro', 'gasolina', 'gás', 'milhões', 'desempregados', 'chamam', 'mitu', 'então']",,,
"""2022-03-21 12:30:00""",gugbarreto,@jcleberribeiro entendi.... Mas então vc pode me dizer 3 coisas relevantes q o Mitu dez pelo Brasil como presidente?,NEUTRAL,resposta,0,36,https://www.instagram.com/p/CbXMIENuo31/#17926543619317636,0,0,@jcleberribeiro entendi.... Mas então vc pode me dizer 3 coisas relevantes q o Mitu dez pelo Brasil como presidente?,"['jcleberribeiro', 'entendi', 'então', 'pode', 'dizer', 'coisas', 'relevantes', 'mitu', 'dez', 'brasil', 'presidente']",,,
"""2022-03-21 12:23:00""",botachopp,Aula 👍🏼,NEUTRAL,resposta,0,25,https://www.instagram.com/p/CbXMIENuo31/#17933929450940919,0,0,Aula positivo 🏼,"['aula', 'positivo']",,,
"""2022-03-21 12:16:00""",jcleberribeiro,@gugbarreto pq ele sério todos os impostos disso tudo aí e disse que o ficar em casa não era a solução… só por isso,NEGATIVE,resposta,0,40,https://www.instagram.com/p/CbXMIENuo31/#17924188025218187,0,0,@gugbarreto pq ele sério todos os impostos disso tudo aí e disse que o ficar em casa não era a solução… só por isso,"['gugbarreto', 'sério', 'todos', 'impostos', 'disso', 'tudo', 'aí', 'disse', 'ficar', 'casa']",,,
"""2022-03-21 12:48:00""",andrescapini06,@tatisounza eu também não fui consultado,NEUTRAL,resposta,0,13,https://www.instagram.com/p/CbXMIENuo31/#17903273117445487,0,0,@tatisounza eu também não fui consultado,"['tatisounza', 'consultado']",,,
"""2022-03-21 13:14:00""",reidasutileza,"@jcleberribeiro bicho, tu não conhece o Brasil",NEGATIVE,resposta,0,34,https://www.instagram.com/p/CbXMIENuo31/#18031808428344553,0,0,"@jcleberribeiro bicho, tu não conhece o Brasil","['jcleberribeiro', 'bicho', 'conhece', 'brasil']",,,
"""2022-03-21 13:31:00""",ronaldosmmiranda,SHOW !!!!!! 👋🏻👋🏻👋🏻👋🏻👋🏻👋🏻,POSITIVE,comentário,0,13,https://www.instagram.com/p/CbP0p56OM13/#18007251265393010,0,0,SHOW !!!!!! 👋🏻👋🏻👋🏻👋🏻👋🏻👋🏻,['show'],,,
"""2022-03-21 13:31:00""",silvioalexk,@silvioalexk Cartão de crédito com limite de 300 reais. (Pequeno demais o pedido).,POSITIVE,resposta,1,61,https://www.instagram.com/p/CbP0p56OM13/#17998936030422127,0,0,@silvioalexk Cartão de crédito com limite de 300 reais. (Pequeno demais o pedido).,"['silvioalexk', 'cartão', 'crédito', 'limite', 'reais', 'pequeno', 'demais', 'pedido']",,,
"""2022-03-21 13:30:00""",silvioalexk,"Possuo 11.000 investidos na plataforma; tenho portabilidade de salário direto na conta BTG (Renda líquida 4.000, funcionário público); somente pedi, para poder usar o Garmin Pay um crédito de 300 reais e vocês me negaram. Desculpe a franqueza, mas falta bom senso de vocês. Como o analista me recomendou, vou aguardar mais um tempo e caso não seja concedido, estudarei migrar meu relacionamento (conta corrente e investimentos) para outro banco.",POSITIVE,comentário,0,25,https://www.instagram.com/p/CbP0p56OM13/#17902927280463270,0,0,"Possuo 11.000 investidos na plataforma; tenho portabilidade de salário direto na conta BTG (Renda líquida 4.000, funcionário público); somente pedi, para poder usar o Garmin Pay um crédito de 300 reais e vocês me negaram. Desculpe a franqueza, mas falta bom senso de vocês. Como o analista me recomendou, vou aguardar mais um tempo e caso não seja concedido, estudarei migrar meu relacionamento (conta corrente e investimentos) para outro banco.","['possuo', 'investidos', 'plataforma', 'portabilidade', 'salário', 'direto', 'conta', 'renda', 'líquida', 'funcionário', 'público', 'somente', 'pedi', 'poder', 'usar', 'garmin', 'pay', 'crédito', 'reais', 'negaram', 'desculpe', 'franqueza', 'falta', 'bom', 'senso', 'analista', 'recomendou', 'vou', 'aguardar', 'tempo', 'caso', 'concedido', 'estudarei', 'migrar', 'relacionamento', 'conta', 'corrente', 'investimentos', 'outro']",,,
"""2022-03-21 13:23:00""",reidasutileza,@irineulima_ pelo visto vc não é um bom profissional... Questionando um trabalho sem analisar a metodologia. Faça a sua pesquisa e publique.,NEGATIVE,resposta,0,32,https://www.instagram.com/p/CbXMIENuo31/#18119167396273300,0,0,@irineulima_ pelo visto vc não é um bom profissional... Questionando um trabalho sem analisar a metodologia. Faça a sua pesquisa e publique.,"['visto', 'bom', 'profissional', 'questionando', 'trabalho', 'analisar', 'metodologia', 'faça', 'pesquisa', 'publique']",,,
"""2022-03-21 13:18:00""",reidasutileza,@irineulima_ claro que faz. Existe uma ciência chamada estatística. Estude mais.,NEUTRAL,resposta,0,46,https://www.instagram.com/p/CbXMIENuo31/#17983677937472243,0,0,@irineulima_ claro que faz. Existe uma ciência chamada estatística. Estude mais.,"['claro', 'faz', 'existe', 'ciência', 'chamada', 'estatística', 'estude']",,,
"""2022-03-21 13:18:00""",irineulima_,@reidasutileza Você vem falar isso para um matemático? Sério mesmo? Sabia que existem critérios na aplicação da estatística?,NEUTRAL,resposta,0,30,https://www.instagram.com/p/CbXMIENuo31/#17917168721223503,0,0,@reidasutileza Você vem falar isso para um matemático? Sério mesmo? Sabia que existem critérios na aplicação da estatística?,"['reidasutileza', 'vem', 'falar', 'matemático', 'sério', 'sabia', 'existem', 'critérios', 'aplicação', 'estatística']",,,
"""2022-03-21 13:16:00""",reidasutileza,"@fox.fernanda se estiver falando de Lula, se ele sair na rua aqui no nordeste será aplaudido",NEUTRAL,resposta,0,21,https://www.instagram.com/p/CbXMIENuo31/#17954277976726295,0,0,"@fox.fernanda se estiver falando de Lula, se ele sair na rua aqui no nordeste será aplaudido","['falando', 'lula', 'sair', 'rua', 'aqui', 'nordeste', 'aplaudido']",,,
"""2022-03-21 13:15:00""",reidasutileza,"@lupanassol típico gadominion terraplanista: se a realidade não me atende, a realidade está errada 😂",NEUTRAL,resposta,0,42,https://www.instagram.com/p/CbXMIENuo31/#17948357206723850,0,0,"@lupanassol típico gadominion terraplanista: se a realidade não me atende, a realidade está errada muitoEngraçado ","['lupanassol', 'típico', 'gadominion', 'terraplanista', 'realidade', 'atende', 'realidade', 'errada', 'muitoengraçado']",,,
"""2022-03-21 13:43:00""",alannorangel,"Sinceramente eu não acredito nessa pesquisa, não creio que pessoas em sã consciência considerem votar em um homem que orquestrou o maior esquema de corrupção visto no mundo, homem que deveria ser visto como vergonha para o nosso país. Não creio mesmo.",NEGATIVE,comentário,0,41,https://www.instagram.com/p/CbXMIENuo31/#18048629833314778,0,0,"Sinceramente eu não acredito nessa pesquisa, não creio que pessoas em sã consciência considerem votar em um homem que orquestrou o maior esquema de corrupção visto no mundo, homem que deveria ser visto como vergonha para o nosso país. Não creio mesmo.","['sinceramente', 'acredito', 'nessa', 'pesquisa', 'creio', 'pessoas', 'sã', 'consciência', 'considerem', 'votar', 'homem', 'orquestrou', 'maior', 'esquema', 'corrupção', 'visto', 'mundo', 'homem', 'deveria', 'visto', 'vergonha', 'país', 'creio']",,,
"""2022-03-21 13:38:00""",giovanni.infra,@deka_marques antes era transparente. Acessava as informações com facilidade. Agora está horrível.,NEGATIVE,resposta,0,23,https://www.instagram.com/p/Ca7zSsgOcD4/#17998843108424163,0,0,@deka_marques antes era transparente. Acessava as informações com facilidade. Agora está horrível.,"['antes', 'transparente', 'acessava', 'informações', 'facilidade', 'agora', 'horrível']",,,
"""2022-03-21 13:37:00""",giovanni.infra,Ficou uma porcaria. Antes era bem melhor. Havia mudado pro BTG porque a outra corretora não era transparente. Agora dá vontade de trocar de novo,NEGATIVE,comentário,0,19,https://www.instagram.com/p/Ca7zSsgOcD4/#17905719545402693,0,0,Ficou uma porcaria. Antes era bem melhor. Havia mudado pro BTG porque a outra corretora não era transparente. Agora dá vontade de trocar de novo,"['ficou', 'porcaria', 'antes', 'bem', 'melhor', 'havia', 'mudado', 'pro', 'porque', 'outra', 'corretora', 'transparente', 'agora', 'dá', 'vontade', 'trocar', 'novo']",,,
"""2022-03-21 13:37:00""",irineulima_,"@reidasutileza Além do mais, seria extremamente caro fazer uma pesquisa minimamente confiável em um país com as dimensões do nosso. E não falo isso defendendo candidato A ou B, apenas defendendo a exatidão matemática.",POSITIVE,resposta,0,34,https://www.instagram.com/p/CbXMIENuo31/#18185869543163711,0,0,"@reidasutileza Além do mais, seria extremamente caro fazer uma pesquisa minimamente confiável em um país com as dimensões do nosso. E não falo isso defendendo candidato A ou B, apenas defendendo a exatidão matemática.","['reidasutileza', 'além', 'extremamente', 'caro', 'fazer', 'pesquisa', 'minimamente', 'confiável', 'país', 'dimensões', 'falo', 'defendendo', 'candidato', 'b', 'apenas', 'defendendo', 'exatidão', 'matemática']",,,
"""2022-03-21 13:35:00""",irineulima_,@reidasutileza E quem lhe garante que eu não vi a metodologia? Eu recebi a pesquisa por e-mail e a analisei por completo. Inclusive o método.,NEUTRAL,resposta,0,27,https://www.instagram.com/p/CbXMIENuo31/#17949958738757443,0,0,@reidasutileza E quem lhe garante que eu não vi a metodologia? Eu recebi a pesquisa por e-mail e a analisei por completo. Inclusive o método.,"['reidasutileza', 'garante', 'vi', 'metodologia', 'recebi', 'pesquisa', 'analisei', 'completo', 'inclusive', 'método']",,,
"""2022-03-21 13:58:00""",fox.fernanda,@reidasutileza por quem ? Seres invencíveis ? Quero cenas !,NEUTRAL,resposta,0,29,https://www.instagram.com/p/CbXMIENuo31/#18187197463165392,0,0,@reidasutileza por quem ? Seres invencíveis ? Quero cenas !,"['reidasutileza', 'seres', 'invencíveis', 'quero', 'cenas']",,,
"""2022-03-21 13:53:00""",naelbfurtadomachado,@rodrigo_reis001 É Surreal mesmo ! Não faz sentido algum !!,NEGATIVE,resposta,0,27,https://www.instagram.com/p/CbXMIENuo31/#18022364710367521,0,0,@rodrigo_reis001 É Surreal mesmo ! Não faz sentido algum !!,"['surreal', 'faz', 'sentido', 'algum']",,,
"""2022-03-21 15:19:00""",reidasutileza,@irineulima_ cadê teu artigo? Comentário de Instagram não tem validade científica,NEGATIVE,resposta,1,53,https://www.instagram.com/p/CbXMIENuo31/#18228860386097577,0,0,@irineulima_ cadê teu artigo? Comentário de Instagram não tem validade científica,"['cadê', 'artigo', 'comentário', 'instagram', 'validade', 'científica']",,,
"""2022-03-21 15:36:00""",elzonhora,Onde que a BTG fez essas coisa pesquisas ?  @btgpactual 🤔🤔🤔🤔,NEGATIVE,comentário,0,34,https://www.instagram.com/p/CbXfzJJOrJA/#17950961104744935,0,0,Onde que a BTG fez essas coisa pesquisas ?  @btgpactual pensando pensando pensando pensando ,"['onde', 'fez', 'coisa', 'pesquisas', 'pensando', 'pensando', 'pensando', 'pensando']",,,
"""2022-03-21 17:05:00""",stoicoder,"@fox.fernanda A empresa busca trazer a realidade para seus investidores, ou você gostaria que mentissem?",NEUTRAL,resposta,0,42,https://www.instagram.com/p/CbXMIENuo31/#18276911827064381,0,0,"@fox.fernanda A empresa busca trazer a realidade para seus investidores, ou você gostaria que mentissem?","['empresa', 'busca', 'trazer', 'realidade', 'investidores', 'gostaria', 'mentissem']",,,
"""2022-03-21 17:05:00""",stoicoder,Alienado,NEUTRAL,resposta,0,12,https://www.instagram.com/p/CbXMIENuo31/#17955601576662303,0,0,Alienado,['alienado'],,,
"""2022-03-21 17:05:00""",irineulima_,"@stoicoder Exatamente, mas nesse caso, quando se exclui esses conglomerados ou público de alta probabilidade é necessário que se faça uma seleção ainda mais cautelosa e com uma amostra populacional em fração maior. Basta levarmos em consideração por exemplo um grupo de 100 pessoas, onde se quer saber quem não gosta de Coca-Cola, se pegarmos 1% dessa população, ou seja 1 pessoas e inferirmos a pergunta, de forma óbvia sua resposta não corresponderá a uma análise concreta tampouco servirá para uma afirmação justa, tendendo claramente ao erro. Daí se extrai a ideia de que uma pesquisa nesse sentido, deveria ser feita em todas regiões do país, em todos os estados e ouvi uma população de pelo menos 1000 pessoas por estado, aí sim o nível de confiança seria maior e a margem de erro menor. Essa a questão.",NEUTRAL,resposta,0,31,https://www.instagram.com/p/CbXMIENuo31/#17903287583446054,0,0,"@stoicoder Exatamente, mas nesse caso, quando se exclui esses conglomerados ou público de alta probabilidade é necessário que se faça uma seleção ainda mais cautelosa e com uma amostra populacional em fração maior. Basta levarmos em consideração por exemplo um grupo de 100 pessoas, onde se quer saber quem não gosta de Coca-Cola, se pegarmos 1% dessa população, ou seja 1 pessoas e inferirmos a pergunta, de forma óbvia sua resposta não corresponderá a uma análise concreta tampouco servirá para uma afirmação justa, tendendo claramente ao erro. Daí se extrai a ideia de que uma pesquisa nesse sentido, deveria ser feita em todas regiões do país, em todos os estados e ouvi uma população de pelo menos 1000 pessoas por estado, aí sim o nível de confiança seria maior e a margem de erro menor. Essa a questão.","['stoicoder', 'exatamente', 'nesse', 'caso', 'exclui', 'conglomerados', 'público', 'alta', 'probabilidade', 'necessário', 'faça', 'seleção', 'ainda', 'cautelosa', 'amostra', 'populacional', 'fração', 'maior', 'basta', 'levarmos', 'consideração', 'exemplo', 'grupo', 'pessoas', 'onde', 'quer', 'saber', 'gosta', 'pegarmos', 'dessa', 'população', 'pessoas', 'inferirmos', 'pergunta', 'forma', 'óbvia', 'resposta', 'corresponderá', 'análise', 'concreta', 'tampouco', 'servirá', 'afirmação', 'justa', 'tendendo', 'claramente', 'erro', 'daí', 'extrai', 'ideia', 'pesquisa', 'nesse', 'sentido', 'deveria', 'feita', 'todas', 'regiões', 'país', 'todos', 'estados', 'ouvi', 'população', 'menos', 'pessoas', 'estado', 'aí', 'sim', 'nível', 'confiança', 'maior', 'margem', 'erro', 'menor', 'questão']",,,
"""2022-03-21 17:04:00""",stoicoder,"É que Bolsonaro fez um governo lamentável na pandemia, e os mandados do Lula foram excelente para o Brasil. Tirou muita gente da pobreza, por mais que ele tenha feito o que fez, as pessoas tinham dinheiro no bolso e comida na mesa.",NEGATIVE,resposta,0,27,https://www.instagram.com/p/CbXMIENuo31/#18195523477199407,0,0,"É que Bolsonaro fez um governo lamentável na pandemia, e os mandados do Lula foram excelente para o Brasil. Tirou muita gente da pobreza, por mais que ele tenha feito o que fez, as pessoas tinham dinheiro no bolso e comida na mesa.","['bolsonaro', 'fez', 'governo', 'lamentável', 'pandemia', 'mandados', 'lula', 'excelente', 'brasil', 'tirou', 'muita', 'gente', 'pobreza', 'feito', 'fez', 'pessoas', 'dinheiro', 'bolso', 'comida', 'mesa']",,,
"""2022-03-21 17:03:00""",gustavopaulinno,"O app é ótimo, esse controle dos gastos ficou realmente muito bom👏👏👏🚀🚀",POSITIVE,comentário,1,52,https://www.instagram.com/p/CbYN7ecuE3U/#17865648764690579,0,0,"O app é ótimo, esse controle dos gastos ficou realmente muito bompalmas palmas palmas foguete foguete ","['app', 'ótimo', 'controle', 'gastos', 'ficou', 'realmente', 'bompalmas', 'palmas', 'palmas', 'foguete', 'foguete']",,,
"""2022-03-21 16:59:00""",stoicoder,"@irineulima_ A pesquisa faz sentido desde que os vieses sejam removidos, por isso existem vários cortes como sexo, região, escolaridade, etc. Conglomerados tendem a ter opiniões parecidas, basta saber identificar e levar isso em conta nós resultados. Exemplo, se você fizer essas pesquisa na PM quase 100% vai votar em Bolsonaro, já se fizer no MST quase 100% vota no Lula, portando não há necessidade de perguntar a todas essas pessoas, basta tirar uma média de alguns casos e calcular o erro associado.",NEUTRAL,resposta,0,35,https://www.instagram.com/p/CbXMIENuo31/#17981718703486704,0,0,"@irineulima_ A pesquisa faz sentido desde que os vieses sejam removidos, por isso existem vários cortes como sexo, região, escolaridade, etc. Conglomerados tendem a ter opiniões parecidas, basta saber identificar e levar isso em conta nós resultados. Exemplo, se você fizer essas pesquisa na PM quase 100% vai votar em Bolsonaro, já se fizer no MST quase 100% vota no Lula, portando não há necessidade de perguntar a todas essas pessoas, basta tirar uma média de alguns casos e calcular o erro associado.","['pesquisa', 'faz', 'sentido', 'desde', 'vieses', 'removidos', 'existem', 'vários', 'cortes', 'sexo', 'região', 'escolaridade', 'etc', 'conglomerados', 'tendem', 'ter', 'opiniões', 'parecidas', 'basta', 'saber', 'identificar', 'levar', 'conta', 'resultados', 'exemplo', 'fizer', 'pesquisa', 'pm', 'quase', 'vai', 'votar', 'bolsonaro', 'fizer', 'mst', 'quase', 'vota', 'lula', 'portando', 'necessidade', 'perguntar', 'todas', 'pessoas', 'basta', 'tirar', 'média', 'alguns', 'casos', 'calcular', 'erro', 'associado']",,,
"""2022-03-21 16:55:00""",stoicoder,"@dassmjf Baixa, é um corte de 2000 pessoas em uma população de 200milhões. 0,001% de chance aproximadamente.",NEUTRAL,resposta,0,46,https://www.instagram.com/p/CbXMIENuo31/#18212503231192715,0,0,"@dassmjf Baixa, é um corte de 2000 pessoas em uma população de 200milhões. 0,001% de chance aproximadamente.","['dassmjf', 'baixa', 'corte', 'pessoas', 'população', 'chance', 'aproximadamente']",,,
"""2022-03-21 16:52:00""",stoicoder,@rodrigo_reis001 É pq o adversário é muito incompetente 😂,NEUTRAL,resposta,0,24,https://www.instagram.com/p/CbXMIENuo31/#18020771182370706,0,0,@rodrigo_reis001 É pq o adversário é muito incompetente muitoEngraçado ,"['adversário', 'incompetente', 'muitoengraçado']",,,
"""2022-03-21 17:15:00""",alannorangel,"@stoicoder Tá de brincadeira né? Nós estamos colhendo hoje os frutos da má gestão dos anos de PT e esquerda no nosso país... Uma hora a conta iria chegar, se informe mais sobre o porque da inflação que estamos vivendo... Sem falar que como diria o Lula (nunca na história desde país kkk) um governo em suas gestão enfrentou uma situação tão crítica de pandemia como o atual governo enfrenta. E tem mais, Lula só fez o que lhe era obrigação fazer, e ainda fez errado... Roubando o nosso país.",NEGATIVE,resposta,0,31,https://www.instagram.com/p/CbXMIENuo31/#18029424058346714,0,0,"@stoicoder Tá de brincadeira né? Nós estamos colhendo hoje os frutos da má gestão dos anos de PT e esquerda no nosso país... Uma hora a conta iria chegar, se informe mais sobre o porque da inflação que estamos vivendo... Sem falar que como diria o Lula (nunca na história desde país kkk) um governo em suas gestão enfrentou uma situação tão crítica de pandemia como o atual governo enfrenta. E tem mais, Lula só fez o que lhe era obrigação fazer, e ainda fez errado... Roubando o nosso país.","['stoicoder', 'tá', 'brincadeira', 'né', 'colhendo', 'hoje', 'frutos', 'má', 'gestão', 'anos', 'pt', 'esquerda', 'país', 'hora', 'conta', 'iria', 'chegar', 'informe', 'sobre', 'porque', 'inflação', 'vivendo', 'falar', 'diria', 'lula', 'nunca', 'história', 'desde', 'país', 'governo', 'gestão', 'enfrentou', 'situação', 'tão', 'crítica', 'pandemia', 'atual', 'governo', 'enfrenta', 'lula', 'fez', 'obrigação', 'fazer', 'ainda', 'fez', 'errado', 'roubando', 'país']",,,
